Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Outdoor Air Enthalpy [J/kg](TimeStep),Environment:Site Outdoor Air Density [kg/m3](TimeStep),Environment:Site Rain Status [](TimeStep),BLOCK5:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE4:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE3:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE7:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE6:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE5:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE2:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK3:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK6:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK2:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),PEOPLE BLOCK5:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE7:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE6:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK3:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK6:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK2:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON) 
 10/09  18:00:00,21.3,58.,1.5,140.,51.,515.,45020.585401691,1.16357409801811,0.0,21.1350910108394,22.5116727510965,22.6163623003408,24.6819559445996,22.6338809800757,25.7437548897545,22.1621617150889,23.4046873723542,26.5348349913542,27.8691058439655,29.8882875287763,-1.76096933037758,-1.06081084481405,-3.54617558140252,-0.527329147680139,-3.45660316048879,0.551636933961738,-0.986989780847771,-0.730516075995961,1.32210285765549,0.767203716312004,2.05369990289819 
 10/09  19:00:00,20.3,64.,1.4,140.,13.,100.,44898.7671023632,1.16688372561918,0.0,20.7471605467879,22.0055388001802,22.0938018140707,24.2182992060855,22.127770125168,25.2087078012806,21.6184968237185,22.9399054372801,25.1753802084438,26.9991060694695,27.8184857471638,-1.76007724730304,-1.18480111836161,-3.78887865669643,-0.672090769686763,-3.6980229448202,0.316656565439213,-1.13822960794967,-0.85752717664756,0.514324427134901,0.573917183600714,1.0544455611732 
 10/09  20:00:00,19.2,71.,1.2,140.,0.0,0.0,44699.1577497797,1.16942516921579,0.0,20.1700839354963,21.3919765554077,21.3138453734401,23.698146282967,21.3370275629934,24.661565583556,21.0521730243258,22.2764193170479,23.2647562195147,26.2668254895839,25.9731735543451,-1.82465602429142,-1.28785122337071,-3.92203808260987,-0.798281733359191,-3.82827880526326,0.131998187357344,-1.25500643984325,-0.95510378736925,-0.194084176198739,0.31665458978822,0.303052584322805 
 10/09  21:00:00,18.2,78.,1.,90.,0.0,0.0,44500.5275708658,1.17283510925005,0.0,20.0389701490099,22.2144610908526,20.3966857331849,24.8349134903483,20.4049867452313,25.4248481707444,24.0158803684009,21.934922647925,22.5944427343786,27.2303013401123,24.3195092850174,-1.92589843228206,-1.4194492816972,-4.13685181438764,-0.933461916571695,-4.04886580894263,-4.133692788000509E-02,-1.37757951429611,-1.09155306114781,-0.863563393696622,9.619051385646074E-02,-0.303609977837791 
 10/09  22:00:00,17.5,80.,1.1,90.,0.0,0.0,43288.520425435,1.17602326409075,0.0,19.9146270177818,22.4039639936876,20.451510201653,24.9493346258886,20.4809606757945,25.4574652025631,24.1786492379334,22.3530491303578,22.3614720861827,26.9831664015767,23.0450116113023,-1.94717012737217,-1.28647400086122,-4.40142909461072,-0.69327411709959,-4.32050573194269,6.075786348272631E-02,-0.810176191965497,-1.16632514168806,-1.19945302515034,0.2337718880811,-0.81912860224888 
 10/09  23:00:00,16.8,82.,1.1,90.,0.0,0.0,42064.3519968315,1.17923637520692,0.0,19.9693074407493,22.0764184150193,20.4770754144573,25.8062386605408,20.6069766848208,26.0748413952844,24.8135791988757,22.261173148347,21.2886288206027,26.6655322062783,21.9552424662361,-1.98008111751947,-1.27419107458241,-4.42962009006138,-0.683962800300246,-4.34644281582376,1.909809511079218E-02,-0.769811252112553,-1.11111449015782,-1.38615607511553,0.133650523266515,-1.23124724687636 
 10/09  24:00:00,16.1,83.,1.2,90.,0.0,0.0,40507.102655958,1.18389832736529,0.0,19.9801971990541,22.0529855699619,19.9767832963368,26.0851920056097,20.0551113112543,26.1756350758458,24.9600276078406,22.0233209839785,20.8596099815016,26.3350152125472,21.1399464942854,-1.97522633547535,-1.37223389250551,-4.45684794447995,-0.51341003826513,-4.34614702277852,9.615089534192839E-02,-0.644792307527898,-1.15364123621298,-1.7302120815361,2.744733816034412E-02,-1.56868721223914 
 10/10  01:00:00,15.4,86.,1.2,90.,0.0,0.0,39562.390211298,1.18694036602307,0.0,19.9065532500559,22.122905501348,20.3666140767193,26.128912940252,20.142630286527,26.1609208787087,25.0330190786903,22.484610038904,19.9953315118602,26.0198963493778,20.3527089527475,-1.98304134062233,-1.42065046149831,-4.65441377347751,-0.473166671356635,-4.5612363649294,6.501173014654492E-02,-0.623139631005899,-1.236848687622,-1.93578442717446,-7.740129346642596E-02,-1.8422283687432 
 10/10  02:00:00,14.6,88.,1.3,90.,0.0,0.0,38057.1034738767,1.1907528797969,0.0,20.0119458672044,22.1267184620488,20.113350127096,26.5165732674142,20.124743013523,26.3081869287525,25.3409625366769,22.6581531803534,19.4803373959689,25.7151300421085,19.6326452319978,-2.00398749065584,-1.43702538654543,-4.56668011720363,-0.481057079554462,-4.55927061907102,1.287296885937420E-02,-0.613273882561426,-1.15469409199995,-2.22449239550487,-0.181573515375204,-2.10365955468203 
 10/10  03:00:00,13.9,91.,1.4,90.,0.0,0.0,37062.8515932848,1.19386535462096,0.0,19.7911414103125,22.2200741520523,20.0651799892903,26.3381634641919,20.1114283376268,26.1448533583172,25.2227499969545,22.8866163128912,18.7611346515735,25.4180215857447,18.9438896150885,-1.9908941553143,-1.47239128927342,-4.68231482066098,-0.417169263877419,-4.60908986164716,-5.512008489158517E-03,-0.557848787899628,-1.13704011811463,-2.41925906600502,-0.281722298574762,-2.34498526021395 
 10/10  04:00:00,13.2,93.,1.4,90.,0.0,0.0,35795.5326606707,1.19719847812005,0.0,19.659531930226,22.1212814659559,19.9422157170015,25.9861263607074,19.9262725002006,25.8196514094738,24.9757420567719,22.7992185021005,18.1349166923676,25.1302575864039,18.2897777522242,-2.05705216378095,-1.48944026341825,-4.73529686999383,-0.48444860702179,-4.64949251131513,-9.218458169592467E-02,-0.592658782547755,-1.10963182250492,-2.65221436864866,-0.381661417472913,-2.5739995320085 
 10/10  05:00:00,12.5,95.,1.5,90.,0.0,0.0,34503.9326936973,1.20176993909988,0.0,19.8142241462195,21.8919159374424,20.298673116585,26.1628276895805,20.3947950849796,25.816363779244,25.0112023757342,22.5365327670406,17.5519314477846,24.8710099670348,17.7199516334625,-2.08886233918115,-1.5489131348797,-4.78246310499994,-0.585220738425951,-4.71274493512168,-0.206672399102372,-0.649172362123572,-1.14810620254885,-2.85954546521886,-0.480035235204978,-2.78593580200749 
 10/10  06:00:00,11.8,97.,1.5,90.,0.0,0.0,33234.4621798186,1.20514236798731,0.0,19.6154119109372,21.6482483459809,19.8844190335861,25.910700004072,20.0214432106356,25.6197029872212,24.8711952739975,22.4410231453761,16.9777623566227,24.6055911134991,17.1325040761972,-2.06510812490359,-1.62467764050421,-4.72030098268056,-0.572115714658521,-4.61720624931289,-0.254684900773308,-0.65484475399396,-1.21579357481181,-3.05735665740125,-0.569925983561831,-2.98276747122793 
 10/10  07:00:00,11.1,100.,1.6,90.,36.,46.,32178.4329167329,1.2083698410667,0.0,19.2714725811911,21.5730794543524,19.6654800110417,25.2885958374293,19.9156018427662,25.0865216093658,24.4304620690695,22.2636497625625,16.8031286690425,24.2917235704386,16.8484243561485,-2.12723044798203,-1.70065420571777,-4.87366749408197,-0.655850744113526,-4.75364834101745,-0.331091801874644,-0.68585666404658,-1.24429172544053,-3.19695945024829,-0.657555773368484,-3.14023720726399 
 10/10  08:00:00,14.,100.,2.1,90.,115.,334.,39654.6159578358,1.19158946864091,0.0,19.7704989252899,21.5490713587806,20.0766594004107,24.0951926576087,20.0804944499336,24.3731769058162,23.5514111412658,22.1945031310458,18.4078986958316,23.500113796522,21.3470753799148,-2.20278643718974,-1.71445061605774,-4.92489971926547,-0.814096297414447,-4.76371465006232,-0.400836257261822,-0.763666401477763,-1.28633955799828,-3.01095604225556,-0.723846707649609,-2.90164818031587 
 10/10  09:00:00,17.,84.,2.6,140.,212.,342.,43228.5118826284,1.17771743743906,0.0,19.9402203203839,19.7634079975615,20.5854960603234,22.2046446890175,20.6346856089022,22.9854620775891,19.7349637086028,21.4004078198072,19.8426677648598,23.4433366808456,23.1614516552813,-2.07499975285381,-1.6955593414878,-4.7692935402488,-1.05532025544542,-4.69316661179268,-0.415653068878055,-0.905366160722423,-1.28626268529726,-2.3278154876439,-0.8358773416214,-1.47505662006376 
 10/10  10:00:00,20.,68.,3.1,140.,243.,553.,45713.4543702084,1.16492209184592,0.0,20.3385031515514,20.6123403991912,21.6479820347421,22.5210406118603,21.6920102569208,23.4288447317209,20.546514343926,21.3192673680295,21.0481138701526,23.9904316054118,25.97378389314,-2.01546137414956,-1.97493673148027,-4.59422774760691,-1.40656984162692,-4.49606226898417,-0.451175316252014,-1.62926791523008,-1.40403668065661,-1.47608672094691,-0.758252840808934,-0.341323793243031 
 10/10  11:00:00,22.9,55.,3.6,140.,254.,627.,47822.3127797708,1.15296925105071,0.0,20.7665985065511,21.9470032418498,23.6071797727077,24.087963760184,23.6593448749297,24.9524046114101,22.8694253511948,23.7512619705646,23.9822770098989,25.3456819131619,28.6299441003306,-1.92739280796382,-1.77295437250731,-4.267815890543,-1.2874121279754,-4.16736628243322,-0.12530424708146,-1.47185888681179,-1.40057641003548,-0.69429196464382,-0.521488908455599,0.925207940119165 
 10/10  12:00:00,25.9,45.,4.1,140.,274.,644.,50391.3588214105,1.14060985513173,0.0,20.9831462307105,23.1883917835074,23.962778072071,26.4026709421133,24.2448263024788,27.1291392175105,25.2627271539178,26.7046133790539,27.8980633039139,27.1996164760058,31.7704668581065,-1.8421611452109,-1.47865918036147,-3.67359324571094,-0.878069196225025,-3.56732288603086,0.393122937269611,-1.00334489005309,-0.908787319624539,0.430174900843134,-0.100309298623409,2.07491609440183 
 10/10  13:00:00,28.9,37.,4.7,140.,345.,475.,52989.8836031287,1.12847332600666,0.0,21.0307286592462,23.1165837012437,24.0067041701118,27.4781890222925,24.2822691124234,28.2458215146974,24.9040178893453,25.8040533510272,31.3599376989222,27.4726799918906,37.6042312811431,-1.79500598767267,-1.17269102344615,-3.52827640336911,-0.284019642965987,-3.34919466023069,0.98198067020339,-0.481406129225555,-0.272494614677878,1.62492638820621,0.432520071917306,3.03773048927586 
 10/10  14:00:00,31.8,30.,5.2,140.,343.,518.,54937.427481307,1.11731925402925,0.0,21.165743255806,23.9712077741981,24.4067144608829,28.2743898447562,24.7171939165809,29.1173849390164,25.6128090001177,27.1358745130858,33.7640884875634,28.4623162144144,40.7605545762299,-1.78032101914051,-1.10588301907747,-3.47549475228068,3.869660977114395E-02,-3.28811288671296,1.38691188599862,-0.493124728102784,-0.395464698808923,2.67415730272808,0.626844382151012,4.74631446573335 
 10/10  15:00:00,34.8,25.,5.7,360.,338.,301.,57693.7924641116,1.10552964416509,0.0,21.0962780007724,23.9500972008422,24.6791001221398,28.9446856130977,25.0708515593403,29.7175670747215,26.1526292178946,25.268577122303,35.4424830019316,29.1402088015333,41.5240818925824,-1.74854331879415,-0.853719661169781,-3.31547991358352,0.287115328890844,-3.11005685942252,1.62043376664827,-0.298453603774811,-9.517831238253907E-02,3.23903516059069,0.933180686645603,5.52170845819642 
 10/10  16:00:00,33.6,28.,5.1,360.,209.,319.,57566.6643495653,1.10910107648905,0.0,21.1362092938139,24.5472487684041,24.8552667157213,29.0373290293276,25.2422659078517,29.7716296405595,26.2441837877433,25.5126814608612,34.6968363565822,29.4239730480239,40.8270474454434,-1.75651164605116,-0.770096291803305,-3.20210370793677,0.465896687250656,-2.96715463530023,1.7062635798107,-0.159448109892761,-0.410203601700688,3.47498094736529,1.11767794908904,5.55917340638225 
 10/10  17:00:00,32.4,32.,4.5,360.,115.,417.,57993.1109564583,1.11231968049025,0.0,21.1580060073419,24.8587228413688,25.0295496082691,29.1059836922887,25.4088205164957,29.7765318993649,26.33224180261,25.6128927532996,33.8959319168842,29.7958458464184,39.4858065642732,-1.74346857297707,-0.58599240904955,-3.1087312930308,0.520408725529375,-2.87067629249594,1.65704044090164,-0.118827045683489,-0.340375407750407,3.16884186873328,1.2053843160117,5.16466426374034 
 10/10  18:00:00,31.2,36.,3.9,360.,90.,312.,58085.0928285895,1.11579456542567,0.0,21.1884095623586,25.1442704376664,25.2199973650211,29.0727713063006,25.6182777663448,29.6566400228553,26.344341818567,25.755395887958,32.8199421349579,30.0956341603711,37.3140828895451,-1.73419384675197,-0.477953467490577,-3.01316251250156,0.565069846244867,-2.77988001024379,1.57556593644157,-8.252864665438024E-02,-0.29990343079583,2.78708754509564,1.28389425317378,4.45172553521696 
 10/10  19:00:00,30.,40.,3.3,360.,17.,33.,57902.7277151304,1.11835699536495,0.0,21.2773847925474,25.5474754491807,25.556429234828,29.8080376108373,25.9571697959374,30.1534009015478,27.4191763391979,27.3224618781962,31.8242503408492,30.8335864612388,32.7612405131525,-1.72439318826672,-0.393837628843756,-2.91761310606742,0.555775792909517,-2.67641174374868,1.46529284822691,-7.277346714654577E-02,-0.256031385085881,2.29243509499932,1.29606555925758,3.53579185987349 
 10/10  20:00:00,28.8,45.,2.7,360.,0.0,0.0,58078.7392031411,1.12182580604457,0.0,21.4469554087708,25.6801028420665,25.7443715508452,29.3892006153691,26.1392116747729,29.7843154148982,28.2073685797154,27.9139066126285,29.345291590456,30.0549228192523,32.1416622605441,-1.70107083552292,-0.287147097423965,-2.76660265332734,0.74452583022391,-2.52182043101924,1.51726085055995,0.177116052856148,8.684461500078761E-02,1.77112290375324,1.41129625157399,2.2424874318812 
 10/10  21:00:00,27.6,51.,2.1,90.,0.0,0.0,58536.1561432677,1.12512660323354,0.0,21.3772137346068,25.6933971300953,26.1382506903991,29.4828539701643,26.5688615257326,29.7532979303474,28.2580119683862,27.7835511022303,27.9579878717649,30.0525894060188,30.4063581140601,-1.6591041226382,-0.243897180225798,-2.65543279352682,0.678219017358897,-2.41443881610979,1.40769415985856,0.358608278749242,0.228703908648198,1.06343067995585,1.238126009635,1.85206395101773 
 10/10  22:00:00,27.8,50.,2.8,90.,0.0,0.0,58487.637182978,1.12455535277432,0.0,21.3992412440664,25.7060300950574,26.5043808237667,29.4598195368313,26.9700508595633,29.7136933810627,28.3078000404429,27.8140763685269,27.8192088499703,29.88152360915,29.5891518234024,-1.66570461418699,-0.227134858688767,-2.47335878055567,0.711729229573276,-2.21867279946346,1.38549668388738,0.398312455054838,0.23265654260203,0.682095754182844,1.21488517245497,1.37662930778851 
 10/10  23:00:00,27.9,49.,3.5,90.,0.0,0.0,58146.181780778,1.12449043077232,0.0,21.5705425341923,25.4680927779086,26.562391553508,29.7697830026986,27.0274728003602,29.8781174839182,28.4717413672873,26.4312791285911,27.435432937972,29.8016055784865,29.0565565379068,-1.65550479485332,-0.213510762652835,-2.2941357374711,0.719767924731576,-2.02435620457546,1.36446419422226,0.43184083143793,0.263241282685964,0.582319727899126,1.16757316735488,1.13322024417421 
 10/10  24:00:00,28.1,48.,4.2,90.,0.0,0.0,58077.7256120025,1.12393406479288,0.0,21.6178858905501,25.4938049366865,26.740966205271,29.8256823213217,27.2121398319534,29.9070235823551,28.5681177265722,26.527332350022,27.2750801945071,29.7765536429553,28.753956184164,-1.61086630864309,-0.249842381711318,-2.21368443458626,0.802469264884316,-1.94001197802562,1.38741499959581,0.49138541741227,1.195065145330693E-02,0.473196765054455,1.14818578668945,0.982225302575054 
 10/11  01:00:00,28.2,48.,4.9,90.,0.0,0.0,58357.9013132617,1.12343783921945,0.0,21.6777273956731,25.5117332062659,26.8445192019563,29.8697833127188,27.3093803432944,29.9531768536219,28.6591306316502,26.6443960553678,27.2291524323766,29.776924744969,28.6227524975244,-1.59115891587103,-0.235255674752608,-2.10520060626953,0.830698190043099,-1.82708855546814,1.38294482004227,0.533174117704311,4.110539695841375E-02,0.428650387179385,1.14407507248915,0.890940862463439 
 10/11  02:00:00,28.4,46.,5.6,90.,0.0,0.0,57661.9361062523,1.12218365461328,0.0,21.7580945117108,25.6129554247957,27.0042462426468,29.95574661577,27.4701689803695,29.9311428759444,28.6984282937232,26.6549166406465,27.2297810602091,29.8018780222064,28.5160696148247,-1.56631195545234,-0.217307544681652,-2.01618594867879,0.85643793850972,-1.73746820572424,1.3842239419493,0.573702220562758,8.150616732425711E-02,0.420673325824188,1.15155861765333,0.855129125769475 
 10/11  03:00:00,28.6,46.,6.4,90.,0.0,0.0,58213.6444820783,1.12119972232019,0.0,21.8365961657572,25.7019267798465,27.1550543793046,29.9973814750921,27.612698434362,29.9627359178818,28.8199088188779,26.776511235118,27.3063861659619,29.8629690202013,28.5105258497728,-1.53711901278428,-0.182437854158073,-1.9120387629647,0.892940974719396,-1.6286725215855,1.37523146458252,0.602504675276709,0.101531894235061,0.431858278289296,1.1690650902084,0.835658970203387 
 10/11  04:00:00,28.7,45.,7.1,90.,0.0,0.0,57834.5369181408,1.12116204954751,0.0,21.9081363017684,25.8174073138289,27.2964831746415,30.0727502996393,27.7562567737357,29.9692283656082,28.8674132460613,26.882287782709,27.4196615919923,29.9406508944172,28.5309821898204,-1.5090285246733,-0.146119145804713,-1.81856413830732,0.919855947031793,-1.53477597862212,1.37708424463168,0.648457714750712,0.146133161711485,0.463316645056677,1.19550607820538,0.840243777557453 
 10/11  05:00:00,28.9,44.,7.8,90.,0.0,0.0,57720.021675558,1.12064111754497,0.0,21.9966855365244,25.9712192487278,27.4789187882348,30.1101093989579,27.939333201326,30.0167816761361,28.9957164166759,27.0087724335564,27.5959271963626,30.0501321238335,28.6256615311107,-1.48489723668922,-0.102872227720103,-1.73515814875174,0.955330255102813,-1.44450192213233,1.37705884582546,0.678066456347395,0.187840705869213,0.51037772978938,1.2274103924588,0.859600878752792 
 10/11  06:00:00,29.,43.,8.5,90.,0.0,0.0,57324.6994583548,1.12061511957047,0.0,22.0777520373212,26.1032218234121,27.6234417435272,30.185726587704,28.0832448333996,30.0384706131584,29.0446396171323,27.1319347326861,27.767201659782,30.1533592898386,28.7643848054218,-1.46019185335743,-5.058622416472394E-02,-1.64488833313346,0.981977740142342,-1.34558391413846,1.38580432043349,0.723276342531562,0.232126159954758,0.576042173416258,1.26679658699523,0.899591223971453 
 10/11  07:00:00,29.2,42.,9.2,90.,27.,13.,57188.4404314008,1.12011021981371,0.0,22.1551391766333,26.2679700007936,27.7495671871951,30.1118646314019,28.2026547842662,30.0866045220663,29.1249904990694,27.2546192003504,27.9839513542355,30.2344946997568,29.1373614321162,-1.43969991915168,-1.148254187404315E-03,-1.56495393350826,1.01892782084729,-1.2595303659728,1.40308460438074,0.756602221468945,0.276761279093191,0.673909721305569,1.31155718492473,0.990599716838858 
 10/11  08:00:00,28.9,45.,8.7,90.,64.,1.,58383.8807128278,1.12018140636048,0.0,22.1959635929082,26.6100434663959,27.4348313274798,29.8233667559205,27.8805726259994,29.9077218148002,28.9924804318424,28.6020283321482,29.067713147354,30.2348693785706,29.8522151818024,-1.42116745789921,5.436332967703217E-02,-1.49684079437658,1.02376520598668,-1.19108424631347,1.42263276709818,0.794046100995326,0.325070420914697,0.828399235094757,1.35297556990897,1.12534331736688 
 10/11  09:00:00,28.6,47.,8.2,360.,206.,29.,58866.5623807566,1.1207474845097,0.0,22.0916352683127,26.8020739403933,27.5427613658024,28.9448025745173,27.9901708039049,29.4345777524356,28.4528780662666,28.8569893966302,28.9510835570609,29.7835397312918,30.4685067880269,-1.40617357804268,0.153188838595073,-1.57550649646327,0.997786021867802,-1.28287995350512,1.45112061722505,0.814286759030199,0.593349472876702,1.16011039576966,1.39797842240981,1.48684472906859 
 10/11  10:00:00,28.3,49.,7.7,360.,321.,216.,59312.2635714584,1.12134059593267,0.0,22.0651277285838,26.9825297733379,27.4947306022645,28.7015671337235,27.8978990817335,29.2393317526171,28.2817752619071,28.5049143167237,28.8678986473128,29.7446147041637,31.5905468940207,-1.41739583515875,0.236990715644588,-1.52112739888518,0.875603753052524,-1.23745180251613,1.47510689318167,0.764124169315942,0.67775667063327,1.37339242781551,1.39575775782157,2.00619429049925 
 10/11  11:00:00,28.,52.,7.2,360.,331.,586.,60353.7357195971,1.12152257719266,0.0,22.0372700504169,27.2139469494525,27.5009720577144,28.6277055591814,27.8746977045843,29.3790186980693,28.0608288883644,28.4498423808869,29.2016917881663,30.2644267768442,33.6138994192412,-1.41276429047677,0.329256894784161,-1.50520399420831,0.902027474855353,-1.23952030589217,1.64525245712396,0.780709707567267,0.662086177704073,1.74734554062371,1.50573305520051,2.89670968898312 
 10/11  12:00:00,27.7,55.,6.6,360.,403.,355.,61339.2220500977,1.12174481127745,0.0,21.9882189035984,27.2406825264388,27.653110095643,28.6573224644337,27.7072617567827,29.5035605359258,28.0227986671245,27.730767705763,28.9469988254757,30.4242198096996,34.5131867271848,-1.4065636926847,0.41380919062641,-1.46741358116954,0.962023116858105,-1.21382525770538,1.78173436976824,0.786880339304445,0.705056104070342,2.07209184640884,1.70966784718467,3.67657888509722 
 10/11  13:00:00,27.4,58.,6.1,360.,350.,435.,62269.883458293,1.12200645334278,0.0,21.9420965036233,27.4811742524707,27.4141858676183,28.3216142669989,27.4336535481835,29.4049119309771,28.4505040361385,27.5063286895797,28.6604846491152,30.5576032396165,35.250651515596,-1.40577019641559,0.461454484120586,-1.36292364674674,1.0080538551664,-1.18957655503563,1.89504258376454,0.811164939341031,0.617000940604578,2.16653439522,1.80917667012659,4.13454150509385 
 10/11  14:00:00,27.1,61.,5.6,360.,218.,651.,63184.0484203106,1.12114620014224,0.0,21.960412526107,27.4251636225755,27.1429372571442,28.2326152990572,27.1578482787586,29.2767789169014,28.193923058497,27.4235738262211,28.7185890141999,30.6458691918549,35.4864530455933,-1.40627596773533,0.555130706456633,-1.3504036174218,0.969468422187075,-1.22058897974923,1.94900369498536,0.893577259567065,0.612940866907086,2.24336175237513,1.87855767570119,4.37380517723376 
 10/11  15:00:00,26.8,64.,5.1,90.,268.,608.,64009.7041763201,1.12148302050402,0.0,22.1195007551999,26.903049261777,27.9347139104514,28.6936454900659,27.9927345624481,29.6344535129294,28.5413337582537,28.0080628038644,28.1033942619577,31.8427379698421,36.1559083148065,-1.38913387969554,0.586413780559413,-1.3785875523494,1.00009590717299,-1.24974440898597,1.97267903267726,0.887519836664191,0.626526270395649,2.33241645567705,1.95465079162173,4.48438887055417 
 10/11  16:00:00,26.2,67.,5.6,90.,218.,516.,63750.2022201904,1.12461903233053,0.0,22.137323061856,26.3692544213059,27.7626650833259,28.5173228318504,27.8244091862673,29.5619825345781,28.5961633995146,27.4181375543748,27.3634139055014,31.6992803476289,35.4782898395698,-1.33719013030701,0.532746959530186,-1.12110657160314,1.14430826999552,-0.98159057184212,2.00020022730285,0.980756104329381,0.774346110534564,2.0834889306813,2.22683872713197,4.35570109293541 
 10/11  17:00:00,25.7,69.,6.1,90.,163.,370.,63188.6163258346,1.127671276475,0.0,22.1655651466128,25.9057592339353,26.9698165003232,28.0441654521709,27.0003526462738,29.0463106618742,28.1742237737182,26.631086584337,26.6053507587107,31.1977344481845,33.9751719608337,-1.31444874626677,0.433203300692942,-1.12673727887942,1.11227196014186,-0.988802702363957,1.90407367768818,1.00525699594562,0.676475762167755,1.62426186920724,2.18627630657592,3.76584755905142 
 10/11  18:00:00,25.1,72.,6.6,90.,93.,150.,62834.0725830113,1.1297554645328,0.0,22.1586713090123,25.3522580235272,26.1558437897693,27.4243506658862,26.1982599194814,28.387259644943,27.5338366351311,25.7821787765724,25.7965012059253,30.3078710860984,32.0931824067392,-1.29143361279845,0.328960368680358,-1.3379376940054,0.972039926551007,-1.21171149667741,1.71094868894458,0.922745177820744,0.517097936620943,1.11244859345757,2.01744364249426,2.94453171995431 
 10/11  19:00:00,24.5,76.,7.2,90.,17.,7.,62884.0557955755,1.13270868858279,0.0,22.1557201673763,24.7886605811695,25.68062450255,27.321109396633,25.7269162492431,28.213707589596,27.4086105971697,25.2380351260425,25.0568813098237,29.8208507385337,30.6653540679855,-1.26579322186943,0.197562217072731,-1.56192666214989,0.807322589602568,-1.43905686467265,1.49487482486936,0.787758077850124,0.341981518654227,0.651626941717203,1.76764132013725,2.17734681323363 
 10/11  20:00:00,24.,79.,7.7,90.,0.0,0.0,62711.4978638661,1.13437411121708,0.0,22.14201679363,24.3062798010343,25.2683696389627,26.9185697150146,25.3142125703226,27.9064857407506,27.1614292867301,24.6214016089076,24.2641056011261,29.2528136740669,29.7713541877089,-1.25441994992538,6.084244579969295E-02,-1.69590053947756,0.756284142820008,-1.57732575523872,1.39403443119758,0.750400562330565,0.215677683951955,0.245890408851749,1.59586488092285,1.65726888314213 
 10/11  21:00:00,23.4,83.,8.2,230.,0.0,0.0,62579.278436413,1.13747412999347,1.,22.1496268765073,26.0299518900819,25.453850406471,28.71658212455,25.491932707845,28.7758707683823,27.829202197426,26.359674386743,24.2699080184846,30.3868911835762,28.3474314434111,-1.2452734555038,-8.052155660816859E-02,-1.82928597298694,0.619905419127178,-1.71471609858181,1.20218726854647,0.670962489463135,6.852780592697057E-02,-0.17371384026491,1.39742570395233,1.25661296903288 
 10/11  22:00:00,22.9,84.,7.6,230.,0.0,0.0,61339.0570629113,1.13990398864141,0.0,22.1196422615828,26.1113797421959,25.1771910395139,28.9562338454283,25.211198906968,29.3620620974731,28.2087764888836,26.4114410549936,24.033070359684,30.4416067876285,27.9451744315785,-1.23110013658446,0.195832797925015,-1.75076475970986,1.01794450998594,-1.64117333636687,1.40420829476864,0.806051491244747,0.401847966861679,-0.243956763180654,1.59776866606785,0.894870812450609 
 10/11  23:00:00,22.4,85.,6.9,230.,0.0,0.0,60064.3967320967,1.14351877682631,0.0,22.100260013556,25.6565274543265,24.8538299543314,29.8007455989608,24.8955055314336,29.8078086057524,28.89948784657,25.7755749518235,23.5231156578137,30.3777300625213,27.2967614709676,-1.23071962622684,0.187546047720855,-1.84494201568222,1.06761158918689,-1.73806271597605,1.49243895067659,0.872404759297477,0.407893818898959,-0.334848486339566,1.5868134828325,0.725565392260109 
